Merek,Model,Varian,Spesifikasi,Value
toyota,calya,e-mt,Mesin,"1.2L Petrol Engine, 4 Cylinder 16 Valve DOHC"
toyota,calya,g-at,Kapasitas mesin,1197 cc
toyota,calya,g-at,Tenaga,87 hp
toyota,calya,g-at,Jenis Bahan Bakar,Bensin
toyota,calya,g-at,Torsi,108 Nm
toyota,calya,g-at,Girboks,4-Speed
toyota,calya,g-at,Jenis penggerak,FWD
toyota,calya,g-at,Jenis Transmisi,Otomatis
toyota,calya,g-at,Jumlah Silinder,4
toyota,calya,g-at,Katup per Silinder,4
toyota,calya,g-at,Konfigurasi Katup,DOHC
toyota,calya,g-at,Sistem Suplai Bahan Bakar,EFI
toyota,calya,g-at,Mesin,"1.2L Petrol Engine, 4 Cylinder 16 Valve DOHC"
toyota,calya,g-mt,Kapasitas mesin,1197 cc
toyota,calya,g-mt,Tenaga,87 hp
toyota,calya,g-mt,Jenis Bahan Bakar,Bensin
toyota,calya,g-mt,Torsi,108 Nm
toyota,calya,g-mt,Girboks,5-Speed
toyota,calya,g-mt,Jenis penggerak,FWD
toyota,calya,g-mt,Jenis Transmisi,Manual
toyota,calya,g-mt,Jumlah Silinder,4
toyota,calya,g-mt,Katup per Silinder,4
toyota,calya,g-mt,Konfigurasi Katup,DOHC
toyota,calya,g-mt,Sistem Suplai Bahan Bakar,EFI
toyota,calya,g-mt,Mesin,"1.2L Petrol Engine, 4 Cylinder 16 Valve DOHC"
toyota,avanza-veloz,1-3-mt,Kapasitas mesin,1329 cc
toyota,avanza-veloz,1-3-mt,Tenaga,95 hp
toyota,avanza-veloz,1-3-mt,Torsi,121 Nm
toyota,avanza-veloz,1-3-mt,Jenis Bahan Bakar,Bensin
toyota,avanza-veloz,1-3-mt,Girboks,5-Speed
toyota,avanza-veloz,1-3-mt,Jenis Transmisi,Manual
toyota,avanza-veloz,1-3-mt,Jumlah Silinder,4
toyota,avanza-veloz,1-3-mt,Katup per Silinder,4
toyota,avanza-veloz,1-3-mt,Konfigurasi Katup,DOHC
toyota,avanza-veloz,1-3-mt,Sistem Suplai Bahan Bakar,EFI
toyota,avanza-veloz,1-3-mt,Mesin,"1.3 L Petrol Engine, 4 Cylinder 16 Valve, Dual VVT-i"
toyota,avanza-veloz,1-5-mt,Kapasitas mesin,1496 cc
toyota,avanza-veloz,1-5-mt,Tenaga,103 hp
toyota,avanza-veloz,1-5-mt,Torsi,136 Nm
toyota,avanza-veloz,1-5-mt,Jenis Bahan Bakar,Bensin
toyota,avanza-veloz,1-5-mt,Girboks,5-Speed
toyota,avanza-veloz,1-5-mt,Jenis Transmisi,Manual
toyota,avanza-veloz,1-5-mt,Jumlah Silinder,4
toyota,avanza-veloz,1-5-mt,Katup per Silinder,4
toyota,avanza-veloz,1-5-mt,Konfigurasi Katup,DOHC
toyota,avanza-veloz,1-5-mt,Sistem Suplai Bahan Bakar,EFI
toyota,avanza-veloz,1-5-mt,Mesin,"1.5 L Petrol Engine, 4 Cylinder 16 Valve, Dual VVT-i"
toyota,avanza-veloz,1-5-at,Kapasitas mesin,1496 cc
toyota,avanza-veloz,1-5-at,Tenaga,103 hp
toyota,avanza-veloz,1-5-at,Torsi,136 Nm
toyota,avanza-veloz,1-5-at,Jenis Bahan Bakar,Bensin
toyota,avanza-veloz,1-5-at,Girboks,4-Speed
toyota,avanza-veloz,1-5-at,Jenis Transmisi,Otomatis
toyota,avanza-veloz,1-5-at,Jumlah Silinder,4
toyota,avanza-veloz,1-5-at,Katup per Silinder,4
toyota,avanza-veloz,1-5-at,Konfigurasi Katup,DOHC
toyota,avanza-veloz,1-5-at,Sistem Suplai Bahan Bakar,EFI
toyota,avanza-veloz,1-5-at,Mesin,"1.5 L Petrol Engine, 4 Cylinder 16 Valve, Dual VVT-i"
toyota,avanza-veloz,1-3-at,Kapasitas mesin,1329 cc
toyota,avanza-veloz,1-3-at,Tenaga,95 hp
toyota,avanza-veloz,1-3-at,Torsi,121 Nm
toyota,avanza-veloz,1-3-at,Jenis Bahan Bakar,Bensin
toyota,avanza-veloz,1-3-at,Girboks,4-Speed
toyota,avanza-veloz,1-3-at,Jenis Transmisi,Otomatis
toyota,avanza-veloz,1-3-at,Jumlah Silinder,4
toyota,avanza-veloz,1-3-at,Katup per Silinder,4
toyota,avanza-veloz,1-3-at,Konfigurasi Katup,DOHC
toyota,avanza-veloz,1-3-at,Sistem Suplai Bahan Bakar,EFI
toyota,avanza-veloz,1-3-at,Mesin,"1.3 L Petrol Engine, 4 Cylinder 16 Valve, Dual VVT-i"
toyota,yaris,g-grade-mt,Kapasitas mesin,1496 cc
toyota,yaris,g-grade-mt,Tenaga,106 hp
toyota,yaris,g-grade-mt,Jenis Bahan Bakar,Bensin
toyota,yaris,g-grade-mt,Torsi,140 Nm
toyota,yaris,g-grade-mt,Konsumsi BBM dalam kota (kmpl),13 kmpl
toyota,yaris,g-grade-mt,Konsumsi BBM Tol,18.6 kmpl
toyota,yaris,g-grade-mt,Girboks,5-Speed
toyota,yaris,g-grade-mt,Jenis Transmisi,Manual
toyota,yaris,g-grade-mt,Jumlah Silinder,4
toyota,yaris,g-grade-mt,Katup per Silinder,4
toyota,yaris,g-grade-mt,Konfigurasi Katup,DOHC
toyota,yaris,g-grade-mt,Sistem Suplai Bahan Bakar,Fuel Injection
toyota,yaris,g-grade-mt,Mesin,"In-line 4 Cyl, 16 Valve, DOHC, Dual VVT-i"
toyota,yaris,g-grade-cvt,Kapasitas mesin,1496 cc
toyota,yaris,g-grade-cvt,Tenaga,106 hp
toyota,yaris,g-grade-cvt,Konsumsi BBM dalam kota (kmpl),11.9 kmpl
toyota,yaris,g-grade-cvt,Konsumsi BBM Tol,14.3 kmpl
toyota,yaris,g-grade-cvt,Torsi,140 Nm
toyota,yaris,g-grade-cvt,Jenis Bahan Bakar,Bensin
toyota,yaris,g-grade-cvt,Girboks,7-Speed
toyota,yaris,g-grade-cvt,Jenis Transmisi,Otomatis
toyota,yaris,g-grade-cvt,Jumlah Silinder,4
toyota,yaris,g-grade-cvt,Katup per Silinder,4
toyota,yaris,g-grade-cvt,Konfigurasi Katup,DOHC
toyota,yaris,g-grade-cvt,Sistem Suplai Bahan Bakar,Fuel Injection
toyota,yaris,g-grade-cvt,Mesin,"In-line 4 Cyl, 16 Valve, DOHC, Dual VVT-i"
toyota,yaris,trd-sportivo-mt,Kapasitas mesin,1496 cc
toyota,yaris,trd-sportivo-mt,Tenaga,106 hp
toyota,yaris,trd-sportivo-mt,Konsumsi BBM dalam kota (kmpl),13 kmpl
toyota,yaris,trd-sportivo-mt,Konsumsi BBM Tol,18.6 kmpl
toyota,yaris,trd-sportivo-mt,Jenis Bahan Bakar,Bensin
toyota,yaris,trd-sportivo-mt,Torsi,140 Nm
toyota,yaris,trd-sportivo-mt,Girboks,5-Speed
toyota,yaris,trd-sportivo-mt,Jenis Transmisi,Manual
toyota,yaris,trd-sportivo-mt,Jumlah Silinder,4
toyota,yaris,trd-sportivo-mt,Katup per Silinder,4
toyota,yaris,trd-sportivo-mt,Konfigurasi Katup,DOHC
toyota,yaris,trd-sportivo-mt,Sistem Suplai Bahan Bakar,Fuel Injection
toyota,yaris,trd-sportivo-mt,Mesin,"In-line 4 Cyl, 16 Valve, DOHC, Dual VVT-i"
toyota,yaris,trd-sportivo-cvt,Kapasitas mesin,1496 cc
toyota,yaris,trd-sportivo-cvt,Tenaga,106 hp
toyota,yaris,trd-sportivo-cvt,Torsi,140 Nm
toyota,yaris,trd-sportivo-cvt,Jenis Bahan Bakar,Bensin
toyota,yaris,trd-sportivo-cvt,Konsumsi BBM dalam kota (kmpl),11.9 kmpl
toyota,yaris,trd-sportivo-cvt,Konsumsi BBM Tol,14.3 kmpl
toyota,yaris,trd-sportivo-cvt,Girboks,7-Speed
toyota,yaris,trd-sportivo-cvt,Jenis Transmisi,Otomatis
toyota,yaris,trd-sportivo-cvt,Jumlah Silinder,4
toyota,yaris,trd-sportivo-cvt,Katup per Silinder,4
toyota,yaris,trd-sportivo-cvt,Konfigurasi Katup,DOHC
toyota,yaris,trd-sportivo-cvt,Sistem Suplai Bahan Bakar,Fuel Injection
toyota,yaris,trd-sportivo-cvt,Mesin,"In-line 4 Cyl, 16 Valve, DOHC, Dual VVT-i"
toyota,alphard,2-5-g-at,Kapasitas mesin,2494 cc
toyota,alphard,2-5-g-at,Tenaga,178 hp
toyota,alphard,2-5-g-at,Torsi,234 Nm
toyota,alphard,2-5-g-at,Jenis Bahan Bakar,Bensin
toyota,alphard,2-5-g-at,Girboks,Variable Speed
toyota,alphard,2-5-g-at,Jenis penggerak,2WD
toyota,alphard,2-5-g-at,Jenis Transmisi,CVT
toyota,alphard,2-5-g-at,Jumlah Silinder,4
toyota,alphard,2-5-g-at,Katup per Silinder,4
toyota,alphard,2-5-g-at,Konfigurasi Katup,DOHC
toyota,alphard,2-5-g-at,Sistem Suplai Bahan Bakar,EFI
toyota,alphard,2-5-g-at,Rasio Kompresi,10.4:1
toyota,alphard,2-5-g-at,Mesin,"2.5L Petrol Engine, Inline 4 Cylinder 16 Valve DOHC with VVT-i"
toyota,alphard,3-5-q-at,Kapasitas mesin,3456 cc
toyota,alphard,3-5-q-at,Tenaga,296 hp
toyota,alphard,3-5-q-at,Torsi,360 Nm
toyota,alphard,3-5-q-at,Jenis Bahan Bakar,Bensin
toyota,alphard,3-5-q-at,Girboks,8-Speed
toyota,alphard,3-5-q-at,Jenis Transmisi,Otomatis
toyota,alphard,3-5-q-at,Jenis penggerak,2WD
toyota,alphard,3-5-q-at,Jumlah Silinder,6
toyota,alphard,3-5-q-at,Katup per Silinder,4
toyota,alphard,3-5-q-at,Konfigurasi Katup,DOHC
toyota,alphard,3-5-q-at,Sistem Suplai Bahan Bakar,EFI
toyota,alphard,3-5-q-at,Rasio Kompresi,11.8:1
toyota,alphard,3-5-q-at,Mesin,"3.5L Petrol Engine, V-type 6 Cylinder 24 Valve DOHC with VVT-i"
toyota,alphard,2-5-x-at,Kapasitas mesin,2494 cc
toyota,alphard,2-5-x-at,Tenaga,178 hp
toyota,alphard,2-5-x-at,Torsi,234 Nm
toyota,alphard,2-5-x-at,Jenis Bahan Bakar,Bensin
toyota,alphard,2-5-x-at,Girboks,Variable Speed
toyota,alphard,2-5-x-at,Jenis Transmisi,CVT
toyota,alphard,2-5-x-at,Jenis penggerak,2WD
toyota,alphard,2-5-x-at,Jumlah Silinder,4
toyota,alphard,2-5-x-at,Katup per Silinder,4
toyota,alphard,2-5-x-at,Konfigurasi Katup,DOHC
toyota,alphard,2-5-x-at,Sistem Suplai Bahan Bakar,EFI
toyota,alphard,2-5-x-at,Rasio Kompresi,10.4:1
toyota,alphard,2-5-x-at,Mesin,"2.5L Petrol Engine, Inline 4 Cylinder 16 Valve DOHC with VVT-i"
toyota,land-cruiser,vx-grade,Kapasitas mesin,4461 cc
toyota,land-cruiser,vx-grade,Tenaga,232 hp
toyota,land-cruiser,vx-grade,Torsi,616 Nm
toyota,land-cruiser,vx-grade,Jenis Bahan Bakar,Diesel
toyota,land-cruiser,vx-grade,Girboks,6-Speed
toyota,land-cruiser,vx-grade,Jenis penggerak,AWD
toyota,land-cruiser,vx-grade,Jenis Transmisi,Otomatis
toyota,land-cruiser,vx-grade,Jumlah Silinder,8
toyota,land-cruiser,vx-grade,Katup per Silinder,4
toyota,land-cruiser,vx-grade,Konfigurasi Katup,DOHC
toyota,land-cruiser,vx-grade,Sistem Suplai Bahan Bakar,CRDi
toyota,land-cruiser,vx-r,Kapasitas mesin,4461 cc
toyota,land-cruiser,vx-r,Tenaga,232 hp
toyota,land-cruiser,vx-r,Torsi,616 Nm
toyota,land-cruiser,vx-r,Jenis Bahan Bakar,Diesel
toyota,land-cruiser,vx-r,Girboks,6-Speed
toyota,land-cruiser,vx-r,Jenis penggerak,AWD
toyota,land-cruiser,vx-r,Jenis Transmisi,Otomatis
toyota,land-cruiser,vx-r,Jumlah Silinder,8
toyota,land-cruiser,vx-r,Katup per Silinder,4
toyota,land-cruiser,vx-r,Konfigurasi Katup,DOHC
toyota,land-cruiser,vx-r,Sistem Suplai Bahan Bakar,CRDi
toyota,sienta,g-cvt,Kapasitas mesin,1496 cc
toyota,sienta,g-cvt,Tenaga,109 hp
toyota,sienta,g-cvt,Jenis Bahan Bakar,Bensin
toyota,sienta,g-cvt,Konsumsi BBM dalam kota (kmpl),11.5 kmpl
toyota,sienta,g-cvt,Konsumsi BBM Tol,17.8 kmpl
toyota,sienta,g-cvt,Torsi,143 Nm
toyota,sienta,g-cvt,Girboks,Variable Speed
toyota,sienta,g-cvt,Jenis Transmisi,CVT
toyota,sienta,g-cvt,Jumlah Silinder,4
toyota,sienta,g-cvt,Katup per Silinder,4
toyota,sienta,g-cvt,Konfigurasi Katup,DOHC
toyota,sienta,g-cvt,Sistem Suplai Bahan Bakar,MPFI
toyota,sienta,v-cvt,Kapasitas mesin,1496 cc
toyota,sienta,v-cvt,Tenaga,109 hp
toyota,sienta,v-cvt,Jenis Bahan Bakar,Bensin
toyota,sienta,v-cvt,Konsumsi BBM dalam kota (kmpl),11.5 kmpl
toyota,sienta,v-cvt,Konsumsi BBM Tol,17.8 kmpl
toyota,sienta,v-cvt,Torsi,143 Nm
toyota,sienta,v-cvt,Girboks,Variable Speed
toyota,sienta,v-cvt,Jenis Transmisi,CVT
toyota,sienta,v-cvt,Jumlah Silinder,4
toyota,sienta,v-cvt,Katup per Silinder,4
toyota,sienta,v-cvt,Konfigurasi Katup,DOHC
toyota,sienta,v-cvt,Sistem Suplai Bahan Bakar,MPFI
toyota,sienta,q-cvt,Kapasitas mesin,1496 cc
toyota,sienta,q-cvt,Tenaga,109 hp
toyota,sienta,q-cvt,Konsumsi BBM Tol,17.8 kmpl
toyota,sienta,q-cvt,Jenis Bahan Bakar,Bensin
toyota,sienta,q-cvt,Konsumsi BBM dalam kota (kmpl),11.5 kmpl
toyota,sienta,q-cvt,Torsi,143 Nm
toyota,sienta,q-cvt,Girboks,Variable Speed
toyota,sienta,q-cvt,Jenis Transmisi,CVT
toyota,sienta,q-cvt,Jumlah Silinder,4
toyota,sienta,q-cvt,Katup per Silinder,4
toyota,sienta,q-cvt,Konfigurasi Katup,DOHC
toyota,sienta,q-cvt,Sistem Suplai Bahan Bakar,MPFI
toyota,sienta,g-mt,Kapasitas mesin,1496 cc
toyota,sienta,g-mt,Tenaga,109 hp
toyota,sienta,g-mt,Konsumsi BBM Tol,15.9 kmpl
toyota,sienta,g-mt,Jenis Bahan Bakar,Bensin
toyota,sienta,g-mt,Konsumsi BBM dalam kota (kmpl),11.4 kmpl
toyota,sienta,g-mt,Torsi,143 Nm
toyota,sienta,g-mt,Girboks,5-Speed
toyota,sienta,g-mt,Jenis Transmisi,Manual
toyota,sienta,g-mt,Jumlah Silinder,4
toyota,sienta,g-mt,Katup per Silinder,4
toyota,sienta,g-mt,Konfigurasi Katup,DOHC
toyota,sienta,g-mt,Sistem Suplai Bahan Bakar,MPFI
toyota,sienta,v-mt,Kapasitas mesin,1496 cc
toyota,sienta,v-mt,Tenaga,109 hp
toyota,sienta,v-mt,Konsumsi BBM Tol,15.9 kmpl
toyota,sienta,v-mt,Jenis Bahan Bakar,Bensin
toyota,sienta,v-mt,Konsumsi BBM dalam kota (kmpl),11.4 kmpl
toyota,sienta,v-mt,Torsi,143 Nm
toyota,sienta,v-mt,Girboks,5-Speed
toyota,sienta,v-mt,Jenis Transmisi,Manual
toyota,sienta,v-mt,Jumlah Silinder,4
toyota,sienta,v-mt,Katup per Silinder,4
toyota,sienta,v-mt,Konfigurasi Katup,DOHC
toyota,sienta,v-mt,Sistem Suplai Bahan Bakar,MPFI
toyota,hilux,2-0l-single-cab,Kapasitas mesin,1998 cc
toyota,hilux,2-0l-single-cab,Tenaga,137 hp
toyota,hilux,2-0l-single-cab,Jenis Bahan Bakar,Bensin
toyota,hilux,2-0l-single-cab,Torsi,183 Nm
toyota,hilux,2-0l-single-cab,Girboks,5-Speed
toyota,hilux,2-0l-single-cab,Jenis penggerak,2WD
toyota,hilux,2-0l-single-cab,Jenis Transmisi,Manual
toyota,hilux,2-0l-single-cab,Jumlah Silinder,4
toyota,hilux,2-0l-single-cab,Katup per Silinder,4
toyota,hilux,2-0l-single-cab,Konfigurasi Katup,DOHC
toyota,hilux,2-0l-single-cab,Sistem Suplai Bahan Bakar,EFI
toyota,hilux,2-0l-single-cab,Mesin,"2.0L Petrol Engine, Inline 4 Cylinder 16 Valve DOHC with Dual VVTi"
toyota,hilux,2-4l-d-cab-e-mt,Kapasitas mesin,2393 cc
toyota,hilux,2-4l-d-cab-e-mt,Tenaga,148 hp
toyota,hilux,2-4l-d-cab-e-mt,Jenis Bahan Bakar,Diesel
toyota,hilux,2-4l-d-cab-e-mt,Torsi,400 Nm
toyota,hilux,2-4l-d-cab-e-mt,Girboks,6-Speed
toyota,hilux,2-4l-d-cab-e-mt,Jenis penggerak,AWD
toyota,hilux,2-4l-d-cab-e-mt,Jenis Transmisi,Manual
toyota,hilux,2-4l-d-cab-e-mt,Jumlah Silinder,4
toyota,hilux,2-4l-d-cab-e-mt,Katup per Silinder,4
toyota,hilux,2-4l-d-cab-e-mt,Konfigurasi Katup,DOHC
toyota,hilux,2-4l-d-cab-e-mt,Sistem Suplai Bahan Bakar,CRDi
toyota,hilux,2-4l-d-cab-e-mt,Mesin,"2.4L Diesel Engine, Inline 4 Cylinder 16 Valve DOHC with VNT Intercooler"
toyota,hilux,2-4l-d-cab-g-mt,Kapasitas mesin,2393 cc
toyota,hilux,2-4l-d-cab-g-mt,Tenaga,148 hp
toyota,hilux,2-4l-d-cab-g-mt,Jenis Bahan Bakar,Diesel
toyota,hilux,2-4l-d-cab-g-mt,Torsi,400 Nm
toyota,hilux,2-4l-d-cab-g-mt,Girboks,6-Speed
toyota,hilux,2-4l-d-cab-g-mt,Jenis penggerak,AWD
toyota,hilux,2-4l-d-cab-g-mt,Jenis Transmisi,Manual
toyota,hilux,2-4l-d-cab-g-mt,Jumlah Silinder,4
toyota,hilux,2-4l-d-cab-g-mt,Katup per Silinder,4
toyota,hilux,2-4l-d-cab-g-mt,Konfigurasi Katup,DOHC
toyota,hilux,2-4l-d-cab-g-mt,Sistem Suplai Bahan Bakar,CRDi
toyota,hilux,2-4l-d-cab-g-mt,Mesin,"2.4L Diesel Engine, Inline 4 Cylinder 16 Valve DOHC with VNT Intercooler"
toyota,hilux,2-4l-d-cab-v-at,Kapasitas mesin,2393 cc
toyota,hilux,2-4l-d-cab-v-at,Tenaga,148 hp
toyota,hilux,2-4l-d-cab-v-at,Jenis Bahan Bakar,Diesel
toyota,hilux,2-4l-d-cab-v-at,Torsi,400 Nm
toyota,hilux,2-4l-d-cab-v-at,Girboks,6-Speed
toyota,hilux,2-4l-d-cab-v-at,Jenis penggerak,AWD
toyota,hilux,2-4l-d-cab-v-at,Jenis Transmisi,Otomatis
toyota,hilux,2-4l-d-cab-v-at,Jumlah Silinder,4
toyota,hilux,2-4l-d-cab-v-at,Katup per Silinder,4
toyota,hilux,2-4l-d-cab-v-at,Konfigurasi Katup,DOHC
toyota,hilux,2-4l-d-cab-v-at,Sistem Suplai Bahan Bakar,CRDi
toyota,hilux,2-4l-d-cab-v-at,Mesin,"2.4L Diesel Engine, Inline 4 Cylinder 16 Valve DOHC with VNT Intercooler"
toyota,venturer,2-0-mt,Kapasitas mesin,1998 cc
toyota,venturer,2-0-mt,Tenaga,137 hp
toyota,venturer,2-0-mt,Torsi,190 Nm
toyota,venturer,2-0-mt,Jenis Bahan Bakar,Bensin
toyota,venturer,2-0-mt,Girboks,6-Speed
toyota,venturer,2-0-mt,Jenis penggerak,4x2
toyota,venturer,2-0-mt,Jenis Transmisi,Manual
toyota,venturer,2-0-mt,Jumlah Silinder,4
toyota,venturer,2-0-mt,Katup per Silinder,4
toyota,venturer,2-0-mt,Konfigurasi Katup,DOHC
toyota,venturer,2-0-mt,Sistem Suplai Bahan Bakar,EFI
toyota,venturer,2-0-at,Kapasitas mesin,1998 cc
toyota,venturer,2-0-at,Tenaga,137 hp
toyota,venturer,2-0-at,Torsi,190 Nm
toyota,venturer,2-0-at,Jenis Bahan Bakar,Bensin
toyota,venturer,2-0-at,Girboks,5-Speed
toyota,venturer,2-0-at,Jenis Transmisi,Otomatis
toyota,venturer,2-0-at,Jenis penggerak,4x2
toyota,venturer,2-0-at,Jumlah Silinder,4
toyota,venturer,2-0-at,Katup per Silinder,4
toyota,venturer,2-0-at,Konfigurasi Katup,DOHC
toyota,venturer,2-0-at,Sistem Suplai Bahan Bakar,EFI
toyota,venturer,2-4-mt,Kapasitas mesin,2393 cc
toyota,venturer,2-4-mt,Tenaga,147 hp
toyota,venturer,2-4-mt,Jenis Bahan Bakar,Diesel
toyota,venturer,2-4-mt,Torsi,342 Nm
toyota,venturer,2-4-mt,Girboks,6-Speed
toyota,venturer,2-4-mt,Jenis penggerak,4x2
toyota,venturer,2-4-mt,Jenis Transmisi,Manual
toyota,venturer,2-4-mt,Jumlah Silinder,4
toyota,venturer,2-4-mt,Katup per Silinder,4
toyota,venturer,2-4-mt,Konfigurasi Katup,DOHC
toyota,venturer,2-4-mt,Sistem Suplai Bahan Bakar,CRDi
toyota,venturer,2-4-at,Kapasitas mesin,2393 cc
toyota,venturer,2-4-at,Tenaga,147 hp
toyota,venturer,2-4-at,Torsi,360 Nm
toyota,venturer,2-4-at,Jenis Bahan Bakar,Diesel
toyota,venturer,2-4-at,Girboks,5-Speed
toyota,venturer,2-4-at,Jenis Transmisi,Otomatis
toyota,venturer,2-4-at,Jenis penggerak,4x2
toyota,venturer,2-4-at,Jumlah Silinder,4
toyota,venturer,2-4-at,Katup per Silinder,4
toyota,venturer,2-4-at,Konfigurasi Katup,DOHC
toyota,venturer,2-4-at,Sistem Suplai Bahan Bakar,CRDi
toyota,camry,2-5-v,Kapasitas mesin,2494 cc
toyota,camry,2-5-v,Tenaga,180 hp
toyota,camry,2-5-v,Jenis Bahan Bakar,Bensin
toyota,camry,2-5-v,Torsi,239 Nm
toyota,camry,2-5-v,Girboks,6-Speed
toyota,camry,2-5-v,Jenis Transmisi,Otomatis
